HomeCondition,BuildMaterialQual,YrRD,Remd,TLA,YrBlt,GarCap,Bedrm,TotBaseArea,BasetMinFinArea,BaseFinArea,FirePlaces,Fixtures,PoolArea,TotAcres,SaleDate,Price
4,3,1973,0,1203,1973,2,3,625,0,500,0,7,0,0.25,2018.93,178000
4,3,1973,0,1203,1973,2,3,627,0,500,0,10,0,0.27,2020.61,235500
4,3,1974,0,1175,1974,2,3,625,0,400,0,10,0,0.23,2016.48,146000
5,3,2016,8,1354,1974,2,3,796,0,650,0,11,0,0.3,2018.81,252222.2222
5,3,2016,8,1354,1974,2,3,796,0,650,0,11,0,0.3,2022.40,311666.6667
5,3,2016,8,1354,1974,2,3,796,0,650,0,11,0,0.3,2020.39,250000
5,3,1974,0,1955,1974,2,2,999,200,650,1,11,0,0.27,2020.26,275000
3,3,1965,0,2043,1965,2,4,972,0,300,1,10,0,0.24,2021.85,260000
5,3,1966,0,1459,1966,2,3,1459,0,1400,0,11,0,0.21,2017.93,215833.3333
3,3,1964,0,1340,1964,2,3,1340,1000,0,1,10,0,0.21,2019.62,197916.6667
5,3,1964,0,1370,1964,2,3,1370,0,850,1,8,0,0.21,2019.27,150000
5,3,1964,0,1370,1964,2,3,1370,0,850,1,8,0,0.21,2021.31,256666.6667
4,3,1974,0,1048,1974,2,3,450,0,300,0,11,0,0.25,2018.54,243571.4286
3,3,1965,0,1562,1965,2,3,1562,1200,0,1,8,0,0.25,2017.89,195000
3,3,1965,0,1562,1965,2,3,1562,1200,0,1,8,0,0.25,2017.89,195000
3,3,1965,0,1562,1965,2,3,1562,1200,0,1,8,0,0.25,2017.89,195000
4,3,1964,0,1764,1964,2,3,891,500,150,1,11,0,0.24,2020.71,269900
3,3,1965,0,1346,1965,2,3,1326,400,750,1,10,0,0.27,2021.64,250000
4,3,1972,0,1821,1972,2,3,1722,0,1300,1,12,0,0.51,2016.63,196153.8462
5,3,1977,0,1568,1977,2,3,1009,0,900,1,12,0,0.21,2017.70,248500
5,3,1977,0,1568,1977,2,3,1009,0,900,1,12,0,0.21,2017.70,248500
4,3,1976,0,2202,1976,3,4,780,600,0,1,14,0,0.28,2019.20,280000
5,3,1977,0,1857,1977,2,4,1327,0,650,2,12,0,0.28,2017.46,269900
5,3,1977,0,1857,1977,2,4,1327,0,650,2,12,0,0.28,2017.46,269900
5,3,1977,0,1564,1977,2,3,1508,0,1000,1,11,0,0.22,2016.17,264285.7143
4,3,1975,0,1556,1975,2,3,756,0,600,0,12,0,0.23,2016.72,188000
4,3,1973,0,1340,1973,2,3,728,450,0,1,10,0,0.24,2021.31,250000
5,3,1972,0,1340,1972,2,3,664,0,600,1,10,0,0.24,2021.27,260000
5,3,1972,0,1340,1972,2,3,664,0,600,1,10,0,0.24,2018.44,229900
5,3,1973,0,2242,1973,2,4,702,0,500,1,13,0,0.21,2018.00,283550
4,3,1968,0,2193,1968,2,4,980,100,700,1,13,0,0.35,2019.32,277000
3,3,2007,5,2061,1974,2,2,2000,1800,0,1,15,0,0.34,2020.60,260000
4,3,1969,0,1508,1969,2,3,1048,0,750,1,11,0,0.23,2017.72,230000
5,3,2013,7,1579,1967,2,4,979,0,700,1,11,0,0.23,2017.33,235000
5,3,1965,0,1797,1965,2,3,929,0,600,1,12,0,0.26,2019.20,284900
4,3,1964,0,1589,1964,2,3,1485,0,1150,1,11,0,0.27,2016.28,245000
5,3,1967,0,1350,1967,2,2,1300,1200,0,1,9,0,0.4,2022.61,442500
4,4,1965,0,2014,1965,2,3,770,500,0,1,12,0,0.31,2021.62,362000
4,3,1968,0,2060,1968,2,4,1822,500,0,1,10,0,0.3,2016.77,212000
5,3,1967,0,1814,1967,2,3,918,0,850,1,12,0,0.29,2018.28,245000
3,3,1968,0,1817,1968,2,3,891,0,600,1,13,0,0.29,2019.54,194444.4444
5,3,1973,0,2077,1973,2,4,702,350,0,1,11,0,0.26,2022.60,433000
4,3,1965,0,2168,1965,2,3,2168,250,1150,1,12,0,0.27,2019.63,288500
4,3,1972,0,1878,1972,2,3,1269,0,750,1,15,0,0.27,2019.13,265000
4,3,1972,0,1392,1972,2,2,1392,0,900,1,11,0,0.27,2019.49,225750
4,3,1972,0,1367,1972,2,2,1367,0,700,1,10,0,0.28,2021.76,279900
5,3,1971,0,1629,1971,2,3,1467,0,1250,1,11,0,0.27,2021.28,314000
4,3,1972,0,1976,1972,2,3,1832,0,1350,1,13,0,0.26,2019.64,250000
4,3,1970,0,1980,1970,2,3,1934,0,1750,1,14,0,0.26,2017.76,319500
5,3,2014,5,1720,1971,2,3,546,450,0,1,10,0,0.26,2017.55,231522
5,3,2014,5,1720,1971,2,3,546,450,0,1,10,0,0.26,2021.58,324000
4,3,1975,0,1870,1975,2,3,624,0,550,1,11,0,0.29,2021.42,311250
5,3,1974,0,1625,1974,2,3,1625,0,1400,1,11,0,0.33,2017.56,250000
4,3,1972,0,1934,1972,2,3,1296,0,1150,2,11,0,0.27,2021.38,289900
4,3,1974,0,1454,1974,2,3,729,0,650,1,10,0,0.31,2019.84,227000
5,3,2011,5,1434,1971,2,2,960,0,950,0,8,0,0.23,2020.92,259900
5,3,1973,0,1380,1973,2,3,754,0,650,1,11,0,0.3,2020.30,212500
4,3,1988,5,2961,1973,4,5,624,0,500,1,14,0,0.5,2019.46,303076.9231
5,4,1972,0,3000,1972,2,4,1222,400,0,2,10,0,0.32,2021.00,420000
4,3,1971,0,1226,1971,2,3,675,0,600,1,11,0,0.32,2019.95,197000
4,3,1973,0,1951,1973,2,4,1951,0,1400,1,10,0,0.27,2021.88,375000
4,3,1973,0,1951,1973,2,4,1951,0,1400,1,10,0,0.27,2016.81,229000
3,3,1975,0,2023,1975,2,4,997,0,900,1,13,0,0.28,2020.24,270000
5,3,1977,0,1854,1977,2,3,1386,0,900,1,13,0,0.28,2020.94,267000
4,3,1974,0,1176,1974,3,3,574,0,550,1,10,0,0.27,2019.72,195000
5,3,2010,5,1408,1973,2,3,1380,0,1200,0,11,0,0.28,2017.54,210000
4,3,1972,0,1233,1972,2,3,1233,0,1100,1,9,0,0.27,2019.81,209000
4,3,1974,0,1450,1974,2,3,1450,700,350,1,11,0,0.27,2020.80,265000
3,3,1973,0,1188,1973,3,3,1188,0,0,0,8,0,0.3,2021.04,210000
4,3,1974,0,1398,1974,2,3,1372,0,1000,2,11,0,0.28,2020.70,245000
4,3,1974,0,1398,1974,2,3,1372,0,1000,2,11,0,0.28,2020.70,245000
5,3,1974,0,1814,1974,2,3,1494,0,1100,1,12,0,0.31,2017.82,252500
5,3,1974,0,1814,1974,2,3,1494,0,1100,1,12,0,0.31,2018.70,259000
4,3,1975,0,1912,1975,2,4,932,200,300,1,11,0,0.29,2016.28,207500
4,3,1974,0,2216,1974,2,4,720,0,0,1,10,0,0.35,2021.24,320100
5,3,1973,0,1266,1973,2,3,1200,0,0,1,10,0,0.26,2017.75,176900
3,3,1974,0,1265,1974,2,3,695,0,600,1,10,0,0.27,2021.42,192000
4,3,1967,0,2040,1967,2,4,1204,0,900,1,12,0,0.27,2017.58,304000
4,3,1967,0,1828,1967,2,3,918,0,850,1,12,0,0.24,2021.37,299450
5,3,1966,0,1886,1966,2,3,1326,0,1100,1,11,0,0.3,2019.93,285900
5,3,2017,6,1528,1969,2,3,1528,0,1250,1,12,0,0.26,2020.79,299999
5,3,2017,6,1528,1969,2,3,1528,0,1250,1,12,0,0.26,2018.30,295500
4,3,1965,0,1728,1965,2,3,660,0,300,1,10,0,0.27,2021.23,253500
4,3,1967,0,2132,1967,2,4,768,300,0,1,10,0,0.35,2016.49,228000
4,3,1968,0,2062,1968,2,4,1036,750,0,1,10,0,0.4,2017.07,221000
4,3,1967,0,1400,1967,2,3,756,0,0,0,8,0,0.33,2019.12,204000
5,3,1966,0,2025,1966,2,4,664,0,400,1,9,0,0.27,2019.26,257500
5,3,2010,5,1704,1965,2,4,870,0,600,1,11,0,0.27,2016.48,204166.6667
3,3,1969,0,2031,1969,2,3,1377,0,1300,1,12,0,0.22,2019.78,225000
5,3,1968,0,1056,1968,2,2,1056,0,800,1,8,0,0.21,2018.69,225000
5,3,1968,0,1566,1968,2,3,1485,0,700,1,11,0,0.25,2019.73,309900
5,3,1965,0,1785,1965,2,3,1430,0,1250,1,12,0,0.29,2022.56,377500
4,3,1965,0,1562,1965,2,3,1458,650,700,1,14,0,0.26,2022.57,325000
3,3,1968,0,1589,1968,2,3,1485,0,1200,1,12,0,0.27,2020.39,250000
4,3,1965,0,1610,1965,2,3,890,200,600,1,10,0,0.21,2017.69,205000
4,3,1965,0,1610,1965,2,3,890,200,600,1,10,0,0.21,2021.24,263000
4,3,1964,0,1170,1964,2,2,1125,0,1000,1,8,0,0.24,2019.56,208333.3333
5,3,1965,0,1428,1965,2,2,1428,0,1300,1,11,0,0.24,2017.53,183333.3333
5,3,1965,0,1428,1965,2,2,1428,0,1300,1,11,0,0.24,2017.53,183333.3333
5,3,1965,0,1428,1965,2,2,1428,0,1300,1,11,0,0.24,2021.89,322500
5,3,1965,0,1428,1965,2,2,1428,0,1300,1,11,0,0.24,2020.40,204166.6667
4,3,1967,0,1424,1967,2,3,1424,0,1100,1,11,0,0.21,2018.94,182083.3333
5,3,1967,0,1125,1967,2,2,1125,0,900,1,8,0,0.21,2017.19,205791.6667
5,3,1967,0,1125,1967,2,2,1125,0,900,1,8,0,0.21,2019.49,218750
5,3,1968,0,1218,1968,2,3,1218,100,850,1,11,0,0.21,2021.24,232500
4,3,1966,0,1125,1966,2,2,1125,0,1000,1,8,0,0.22,2021.97,212500
5,3,1965,0,1643,1965,2,3,1288,0,600,1,11,0,0.24,2017.17,224382
5,3,1967,0,1932,1967,2,2,1305,1050,0,2,11,0,0.25,2019.78,225000
4,3,1966,0,1764,1966,2,4,864,0,700,1,13,0,0.23,2019.66,235000
4,3,1965,0,1221,1965,2,3,1221,600,0,1,11,0,0.25,2017.85,185000
4,3,1973,0,1458,1973,2,3,702,0,600,1,11,0,0.22,2019.55,227900
5,3,1965,0,1354,1965,2,3,888,0,750,0,8,0,0.22,2017.37,217000
5,3,1965,0,1520,1965,2,3,624,450,0,1,11,0,0.24,2018.42,213000
5,3,1965,0,1510,1965,2,3,918,650,150,1,10,0,0.28,2016.33,193000
5,3,1964,0,1836,1964,2,3,550,0,450,1,12,0,0.27,2016.85,205000
4,3,1964,0,1346,1964,2,3,650,0,600,0,11,0,0.26,2022.58,310000
4,3,1964,0,1858,1964,2,3,874,0,500,1,12,0,0.25,2020.66,231500
4,3,1965,0,1817,1965,2,3,945,0,500,1,11,0,0.23,2021.73,336200
4,3,1965,0,1562,1965,2,3,918,600,150,0,11,0,0.23,2016.57,187000
4,3,1967,0,1569,1967,2,4,818,0,700,1,10,0,0.22,2019.36,246000
4,3,1966,0,1791,1966,2,3,918,550,200,1,12,0,0.22,2022.60,412000
4,3,1967,0,1778,1967,2,3,918,600,150,1,11,0,0.23,2020.69,260000
4,3,1972,0,1185,1972,2,2,1185,0,900,1,11,0,0.21,2017.85,185000
4,3,1960,0,2172,1960,2,4,1401,0,350,1,12,0,0.42,2016.54,267857.1429
4,3,1961,0,1334,1961,3,3,1334,0,1100,0,10,0,0.65,2019.42,221978.022
4,3,1961,0,1334,1961,3,3,1334,0,1100,0,10,0,0.65,2017.06,197802.1978
5,3,1988,0,2456,1988,2,3,1355,0,950,1,15,0,0.29,2019.98,362222.2222
5,4,1979,0,2193,1979,2,3,2193,0,1500,1,12,0,0.24,2016.97,340000
4,3,1978,0,2344,1978,2,4,638,0,450,1,13,0,0.23,2017.93,220000
5,3,1981,0,2085,1981,2,2,1264,0,1100,4,13,0,0.23,2019.26,310000
4,3,1978,0,2173,1978,2,3,2135,0,1600,1,11,0,0.25,2020.61,315000
5,3,1979,0,1931,1979,2,3,810,0,600,1,10,0,0.22,2019.99,255000
5,3,1979,0,1931,1979,2,3,810,0,600,1,10,0,0.22,2020.95,280000
5,3,1979,0,1676,1979,2,3,520,0,400,1,10,0,0.22,2016.90,201700
4,3,1979,0,1606,1979,2,3,525,0,450,1,12,0,0.22,2021.80,306000
5,3,1978,0,1581,1978,2,3,1567,0,1200,2,11,0,0.22,2020.38,269900
4,3,1978,0,2022,1978,2,3,1230,0,600,1,11,0,0.22,2018.39,250000
5,3,1979,0,1956,1979,2,3,1188,1000,0,1,15,0,0.23,2017.33,262000
3,3,1981,0,2124,1981,2,3,1324,650,0,1,11,0,0.23,2017.30,175000
4,3,1981,0,2202,1981,2,3,1530,0,0,1,10,0,0.27,2018.58,296666.6667
5,3,2016,5,2422,1981,2,4,1212,0,800,1,11,0,0.29,2022.44,460000
5,3,2016,5,2422,1981,2,4,1212,0,800,1,11,0,0.29,2017.04,269900
4,3,1980,0,2310,1980,2,4,1246,0,0,1,10,0,0.22,2020.54,300000
5,3,1979,0,2108,1979,2,3,865,0,600,1,10,0,0.2,2018.38,287950
5,3,1977,0,2244,1977,2,3,1732,0,1550,2,11,0,0.2,2018.70,290500
4,3,1980,0,2468,1980,3,3,1188,0,800,2,10,0,0.3,2016.99,259500
4,3,1978,0,2728,1978,2,4,810,0,700,1,10,0,0.21,2019.69,315000
4,3,2002,6,1672,1978,2,3,936,0,650,1,11,0,0.23,2017.09,196900
5,3,1979,0,2416,1979,3,4,1160,0,1050,1,15,0,0.29,2022.13,375000
5,3,1978,0,2000,1978,2,3,721,0,300,1,11,0,0.22,2019.54,290900
4,3,1979,0,1644,1979,2,3,1400,0,800,1,10,0,0.22,2019.56,236000
4,3,1979,0,1644,1979,2,3,1400,0,800,1,10,0,0.22,2016.33,200000
3,3,1978,0,2398,1978,2,4,1025,0,0,1,11,0,0.23,2019.12,231000
4,3,1981,0,1414,1981,2,3,1344,0,1100,1,11,0,0.22,2017.27,205000
5,3,1977,0,1472,1977,2,2,1148,0,750,1,12,0,0.21,2017.60,205000
4,3,1977,0,2006,1977,2,3,580,0,500,1,10,0,0.2,2022.65,294500
3,3,1975,0,1872,1975,2,3,1144,1000,0,1,10,0,0.25,2021.33,235000
4,3,1976,0,1557,1976,2,3,1557,400,0,2,10,0,0.35,2020.74,270000
4,3,1975,0,2050,1975,2,4,512,300,0,1,11,0,0.3,2018.59,261000
5,3,2022,6,1476,1975,2,3,1476,0,1250,1,11,0,0.26,2022.52,405000
3,3,1975,0,1702,1975,2,3,1156,0,1100,1,12,0,0.23,2022.10,295000
4,3,1976,0,1772,1976,2,3,728,0,500,1,10,0,0.27,2020.90,229000
4,3,1976,0,1820,1976,2,3,1292,0,700,1,11,0,0.24,2022.39,287500
4,3,1976,0,1820,1976,2,3,1292,0,700,1,11,0,0.24,2016.17,206000
3,3,1975,0,2319,1975,2,4,694,350,0,1,10,0,0.25,2020.37,245000
4,3,1975,0,2100,1975,2,4,1050,850,0,1,15,0,0.22,2019.35,253000
4,3,1974,0,1896,1974,2,3,879,0,500,1,11,0,0.38,2018.63,230000
4,3,2004,5,1178,1973,2,3,567,0,400,1,10,0,0.25,2018.84,189900
4,3,2004,5,1178,1973,2,3,567,0,400,1,10,0,0.25,2016.90,171900
4,3,1973,0,1699,1973,2,3,525,400,0,1,11,0,0.33,2022.05,302500
5,3,1967,0,1298,1967,2,3,650,0,500,1,11,0,0.24,2020.30,230000
5,3,1967,0,1298,1967,2,3,650,0,500,1,11,0,0.24,2021.03,245000
5,3,1967,0,1298,1967,2,3,650,0,500,1,11,0,0.24,2022.73,305000
5,3,1968,0,1194,1968,2,3,600,0,550,1,10,0,0.27,2017.49,187000
4,3,2010,4,1305,1971,2,3,1305,0,650,0,11,0,0.24,2022.56,287500
5,3,1974,0,1108,1974,2,3,494,0,300,1,8,0,0.25,2017.71,175000
4,3,1975,0,1817,1975,2,3,729,100,600,2,12,0,0.22,2018.56,250000
4,3,1974,0,1548,1974,2,3,684,0,200,1,8,0,0.23,2017.01,130000
4,3,1974,0,1368,1974,2,2,1350,0,1150,1,9,0,0.26,2018.81,215000
4,3,1975,0,1233,1975,2,2,1233,0,1150,1,9,0,0.21,2018.82,187000
4,3,1975,0,1975,1975,2,3,1225,100,650,1,11,0,0.21,2019.73,287500
5,3,1977,0,1898,1977,2,3,1871,1500,0,1,16,0,0.24,2021.54,441500
5,3,1977,0,1564,1977,2,3,1248,0,1000,1,10,0,0.23,2016.90,252500
5,3,1977,0,1564,1977,2,3,1248,0,1000,1,10,0,0.23,2021.41,318000
4,3,1974,0,1550,1974,2,3,728,650,0,2,10,0,0.24,2020.90,232500
4,3,1977,0,2078,1977,2,3,940,0,800,2,12,0,0.22,2018.83,255000
4,3,1974,0,1928,1974,2,3,594,250,300,1,11,0,0.23,2020.90,270000
4,3,1974,0,1928,1974,2,3,594,250,300,1,11,0,0.23,2018.88,244000
4,3,1976,0,1926,1976,2,3,504,0,350,1,10,0,0.23,2016.63,215997
3,3,1976,0,2685,1976,2,3,740,0,650,1,14,0,0.21,2020.44,264900
5,3,1974,0,1448,1974,2,3,850,0,850,2,10,0,0.32,2018.29,235750
5,3,1974,0,1448,1974,2,3,850,0,850,2,10,0,0.32,2020.07,249000
5,3,1974,0,1600,1974,2,3,1550,0,1400,1,13,0,0.24,2021.64,360000
5,3,1985,0,1559,1985,2,2,1534,0,1400,1,13,0,0.22,2018.25,345000
5,3,1985,0,1559,1985,2,2,1534,0,1400,1,13,0,0.22,2018.25,345000
4,3,1977,0,1579,1977,2,3,879,0,600,1,10,0,0.22,2021.03,262500
5,3,1974,0,1205,1974,2,3,567,0,450,0,11,0,0.21,2020.11,207500
5,3,1974,0,1203,1974,2,3,594,0,500,1,10,0,0.24,2019.65,218500
4,3,1976,0,948,1976,2,2,864,0,750,0,8,0,0.21,2016.84,168500
4,3,1975,0,1306,1975,2,3,1272,0,950,1,11,0,0.24,2018.42,220000
4,3,1975,0,1687,1975,2,3,400,0,250,1,10,0,0.22,2020.93,238600
5,3,2000,7,1483,1975,2,3,700,0,650,1,10,0,0.26,2019.46,234900
4,3,1974,0,1334,1974,2,3,644,0,500,1,8,0,0.2,2017.33,176500
5,3,2007,5,2110,1976,2,4,870,0,750,1,12,0,0.28,2021.59,387892.88
5,3,1975,0,2455,1975,2,3,792,0,500,1,12,0,0.25,2021.70,390000
5,3,1976,0,1882,1976,2,3,598,300,0,1,10,0,0.21,2018.34,235250
4,3,1975,0,1358,1975,2,3,1040,0,700,1,11,0,0.21,2020.49,236250
5,3,1975,0,1104,1975,2,3,522,0,500,1,9,0,0.21,2019.71,210000
5,3,1975,0,1104,1975,2,3,522,0,500,1,9,0,0.21,2016.23,170500
4,3,1974,0,1198,1974,2,3,567,0,500,0,11,0,0.21,2017.34,185700
5,3,1975,0,1904,1975,2,3,956,0,800,1,12,0,0.23,2017.66,265500
4,3,1976,0,2035,1976,2,3,616,0,500,1,10,0,0.21,2021.70,280000
3,3,1978,0,2008,1978,2,3,2008,0,600,1,12,0,0.21,2019.55,265000
4,3,1975,0,1568,1975,2,3,1513,0,800,1,12,0,0.22,2019.66,242000
4,3,1974,0,1375,1974,2,3,650,0,550,2,13,0,0.23,2020.74,235000
4,3,1976,0,1581,1976,2,3,961,0,850,1,11,0,0.22,2019.66,232900
4,3,1975,0,1906,1975,2,4,976,0,650,1,12,0,0.25,2017.54,249900
4,3,1976,0,1596,1976,2,3,910,0,850,1,11,0,0.27,2016.77,178000
4,3,1976,0,1596,1976,2,3,910,0,850,1,11,0,0.27,2016.77,178000
4,3,1975,0,1712,1975,2,3,1016,0,950,1,13,0,0.22,2017.72,250000
4,3,1980,0,1995,1980,2,4,975,0,700,1,13,0,0.34,2017.83,248333.3333
4,3,1980,0,1995,1980,2,4,975,0,700,1,13,0,0.34,2017.83,248333.3333
3,4,1985,0,3538,1985,3,4,1686,0,1600,3,21,0,0.29,2022.24,545000
5,3,1991,0,2388,1991,2,3,1490,0,1000,0,15,0,0.21,2021.99,380000
4,3,1977,0,1697,1977,2,3,504,200,0,1,8,0,0.2,2017.08,186000
4,3,1978,0,1303,1978,2,3,934,0,350,1,10,0,0.32,2019.42,227000
4,3,1979,0,2008,1979,2,4,672,0,0,1,10,0,0.23,2019.17,237500
4,3,1979,0,2008,1979,2,4,672,0,0,1,10,0,0.23,2020.27,246000
4,3,1979,0,2008,1979,2,4,672,0,0,1,10,0,0.23,2021.75,310000
5,3,1979,0,2104,1979,2,3,936,0,900,2,15,0,0.23,2020.04,258333.3333
4,3,1979,0,1700,1979,2,3,976,0,600,1,11,0,0.18,2021.03,336250
4,3,1979,0,1505,1979,2,3,1383,0,1300,1,11,0,0.27,2021.05,223333.3333
4,3,1979,0,1702,1979,2,3,1702,0,1400,1,14,0,0.35,2016.55,230000
5,3,1978,0,1638,1978,2,3,1638,0,750,2,13,0,0.37,2021.11,315000
5,3,1988,0,2256,1988,2,4,1082,0,900,1,14,0,0.23,2020.68,325833
5,3,1988,0,2256,1988,2,4,1082,0,900,1,14,0,0.23,2018.83,290000
4,3,1980,0,1640,1980,2,3,840,0,700,1,10,0,0.26,2020.48,245500
4,3,1988,0,1478,1988,2,3,1478,0,0,1,8,0,0.23,2020.18,220000
5,3,1978,0,1462,1978,2,3,1462,0,1300,1,12,0,0.23,2019.81,250000
4,3,1989,0,1692,1989,2,3,1020,0,750,1,12,0,0.23,2020.77,267000
4,3,1986,0,1220,1986,2,3,504,300,0,0,8,0,0.23,2022.00,248000
4,3,1989,0,1256,1989,2,2,1240,0,1000,1,9,0,0.23,2021.05,258000
5,3,2008,5,1958,1988,2,3,1896,0,1800,1,13,0,0.23,2018.42,337000
5,3,1978,0,1414,1978,2,3,1400,0,1250,1,12,0,0.23,2022.64,305000
5,3,1978,0,1414,1978,2,3,1400,0,1250,1,12,0,0.23,2020.70,266000
5,3,1978,0,1414,1978,2,3,1400,0,1250,1,12,0,0.23,2020.70,266000
5,3,1987,0,2331,1987,2,4,1084,0,800,1,16,0,0.39,2019.17,314900
5,3,1977,0,1174,1977,2,3,576,0,450,1,10,0,0.28,2016.16,160007
5,3,1977,0,1174,1977,2,3,576,0,450,1,10,0,0.28,2018.59,220000
4,3,1988,0,1245,1988,2,3,1234,0,800,1,14,0,0.23,2021.13,269900
4,3,1988,0,1245,1988,2,3,1234,0,800,1,14,0,0.23,2021.13,269900
5,3,1989,0,1692,1989,2,3,1020,0,650,1,9,0,0.3,2019.47,281500
4,3,1989,0,2215,1989,2,5,1042,0,400,1,14,0,0.31,2021.52,350000
4,3,1988,0,2062,1988,2,3,1038,0,500,1,15,0,0.22,2019.86,294000
4,3,1987,0,1682,1987,2,3,1663,0,1000,2,12,0,0.2,2018.06,250000
4,3,1985,0,1528,1985,2,3,1509,0,1250,1,8,0,0.21,2022.57,325000
4,3,1978,0,1888,1978,2,3,1324,0,1000,1,15,0,0.21,2019.36,221500
4,3,1978,0,1240,1978,2,3,816,0,650,1,8,0,0.21,2017.91,200000
4,3,1985,0,1236,1985,2,3,1154,0,850,1,12,0,0.21,2022.49,311000
4,3,1985,0,1248,1985,2,3,1152,0,900,0,11,0,0.21,2019.66,200000
4,3,1979,0,1476,1979,2,3,1476,0,0,1,8,0,0.2,2021.47,278000
4,3,1978,0,2022,1978,2,3,784,0,300,1,12,0,0.2,2019.06,253900
4,3,1978,0,2022,1978,2,3,784,0,300,1,12,0,0.2,2021.11,297500
4,3,1984,0,2421,1984,2,4,841,0,0,1,10,0,0.2,2021.12,315250
5,3,1979,0,1318,1979,2,3,1318,1100,0,1,12,0,0.2,2017.52,235650
4,3,1978,0,1662,1978,2,3,2286,0,1200,1,12,0,0.2,2021.78,327300
4,3,1977,0,1614,1977,2,2,1603,0,800,1,10,0,0.24,2019.90,232500
4,3,1978,0,1526,1978,2,3,856,0,550,1,11,0,0.21,2022.54,320000
4,3,1978,0,1526,1978,2,3,856,0,550,1,11,0,0.21,2016.50,186000
4,3,1978,0,1419,1978,2,3,1379,0,1150,1,12,0,0.21,2021.79,300000
5,3,1978,0,1392,1978,2,3,1352,0,1250,1,11,0,0.21,2021.79,355000
5,3,1978,0,1392,1978,2,3,1352,0,1250,1,11,0,0.21,2018.67,275000
5,3,1979,0,1376,1979,2,3,1332,0,1000,1,12,0,0.2,2018.57,265100
5,3,2017,5,1240,1979,2,3,816,0,650,1,10,0,0.21,2020.73,263000
4,3,1987,0,1944,1987,2,3,1064,0,950,1,13,0,0.21,2016.13,230000
4,3,1988,0,1724,1988,2,3,702,0,350,1,11,0,0.22,2022.01,323000
5,3,2014,5,1732,1979,2,3,830,0,50,0,9,0,0.21,2019.75,259900
5,3,1979,0,1999,1979,2,4,672,0,0,0,10,0,0.21,2021.79,320000
4,3,1980,0,1816,1980,2,3,1088,0,850,1,14,0,0.21,2016.59,216500
4,3,1978,0,1731,1978,2,3,546,0,350,0,12,0,0.21,2021.71,313000
4,3,1978,0,1392,1978,2,2,1372,0,950,1,11,0,0.34,2016.84,192727.2727
5,3,1978,0,2211,1978,2,4,1089,0,550,1,10,0,0.28,2020.44,253181.8182
4,3,1979,0,1200,1979,2,3,948,0,750,1,11,0,0.29,2017.48,249000
4,3,1977,0,2198,1977,2,3,1069,300,600,1,15,0,0.32,2017.69,229166.6667
4,3,1981,0,2449,1981,2,3,782,0,400,2,11,0,0.27,2022.43,330000
5,3,1986,0,1601,1986,3,3,816,0,600,1,14,0,0.28,2020.54,300000
5,3,1985,0,1642,1985,2,3,1642,0,1250,1,11,0,0.22,2021.49,352000
5,3,1985,0,1642,1985,2,3,1642,0,1250,1,11,0,0.22,2018.64,250000
4,3,1988,0,1745,1988,2,3,1733,0,850,1,11,0,0.24,2017.77,274000
4,3,1979,0,2361,1979,2,3,906,0,700,1,13,0,0.23,2021.27,270833.3333
4,3,1984,0,1353,1984,2,3,977,0,750,1,11,0,0.21,2021.98,290909.0909
4,3,1985,0,1236,1985,2,3,1176,0,950,1,12,0,0.27,2017.40,215000
4,3,1988,0,1274,1988,2,3,596,0,500,1,11,0,0.21,2020.53,225000
4,3,1990,0,1678,1990,2,3,862,0,550,1,12,0,0.28,2018.04,210000
4,3,1982,0,2193,1982,2,3,812,0,500,1,13,0,0.25,2021.88,340000
5,3,1985,0,1941,1985,2,3,1133,0,600,1,13,0,0.28,2017.09,240000
4,3,1984,0,1740,1984,2,4,840,0,500,1,10,0,0.3,2018.54,245000
4,3,1987,0,1914,1987,2,3,1333,0,1000,1,12,0,0.2,2020.73,305000
4,3,1987,0,2134,1987,2,3,1044,0,900,1,15,0,0.22,2022.29,382000
4,3,1986,0,1683,1986,2,3,873,0,500,1,13,0,0.28,2021.63,320000
4,3,1979,0,1858,1979,2,3,1216,0,1000,1,11,0,0.29,2016.10,205000
4,3,1986,0,1452,1986,2,3,754,0,650,1,10,0,0.21,2016.64,195000
4,3,1988,0,1850,1988,2,3,912,0,300,1,10,0,0.21,2016.66,218900
4,3,1979,0,1918,1979,2,3,812,0,500,1,14,0,0.21,2019.72,285000
4,3,1979,0,1918,1979,2,3,812,0,500,1,14,0,0.21,2016.47,230000
4,3,1984,0,2132,1984,2,3,1214,0,900,1,13,0,0.25,2021.16,265833.3333
3,3,1980,0,1676,1980,2,3,1129,0,800,2,11,0,0.22,2017.92,154166.6667
4,3,1980,0,2006,1980,2,3,1096,0,800,1,15,0,0.22,2016.66,205416.6667
5,3,1982,0,2716,1982,2,4,1396,0,850,1,16,0,0.27,2021.34,324916.6667
4,3,1983,0,1238,1983,2,2,1218,0,1000,1,11,0,0.21,2021.72,285000
4,3,1983,0,1476,1983,2,3,1464,0,1250,2,12,0,0.21,2017.35,222500
4,4,1986,0,2244,1986,2,3,2244,0,2000,1,14,0,0.22,2021.37,390000
4,3,1984,0,1650,1984,2,3,1650,0,1100,1,14,0,0.22,2018.99,241666.6667
5,3,1984,0,2332,1984,2,3,1226,0,800,1,13,0,0.22,2017.40,245833.3333
