HomeCondition,BuildMaterialQual,YrRD,Remd,TLA,YrBlt,GarCap,Bedrm,TotBaseArea,BasetMinFinArea,BaseFinArea,FirePlaces,Fixtures,PoolArea,TotAcres,SaleDate,Price
4,3,1989,0,1434,1989,2,3,676,0,500,1,12,0,0.26,2017.14,156800
4,3,1980,0,1223,1980,2,3,645,0,550,0,8,0,0.26,2018.51,185000
4,3,1982,0,936,1982,1,3,936,0,0,0,5,0,0.23,2019.59,165000
4,3,1980,0,1196,1980,2,3,1196,450,700,0,11,0,0.2,2019.54,224000
4,3,1993,0,912,1993,2,2,912,0,400,0,9,0,0.2,2018.59,175500
4,3,1991,0,860,1991,1,2,860,0,800,0,8,0,0.23,2019.44,257352.9412
4,3,1980,0,1164,1980,1,3,572,0,450,1,7,0,0.24,2022.50,311764.7059
3,3,1989,0,1074,1989,2,3,480,0,450,0,7,0,0.25,2020.12,211764.7059
4,3,1991,0,1162,1991,2,3,456,0,450,0,8,0,0.21,2018.56,217647.0588
4,3,1980,0,1028,1980,2,3,432,0,300,1,5,0,0.33,2018.66,200000
4,3,2017,7,1120,1994,2,3,1120,0,900,0,9,0,0.21,2019.63,255294.1176
4,3,2017,7,1120,1994,2,3,1120,0,900,0,9,0,0.21,2017.80,201176.4706
4,3,1980,0,1038,1980,2,3,432,0,350,0,7,0,0.21,2022.38,282352.9412
4,3,1980,0,1038,1980,2,3,432,0,350,0,7,0,0.21,2022.22,226470.5882
2,3,1980,0,900,1980,1,3,572,0,400,1,8,0,0.22,2019.68,126470.5882
4,3,1992,0,1032,1992,2,3,528,0,400,0,8,0,0.25,2016.92,165882.3529
4,3,1980,0,1210,1980,2,3,600,400,0,0,7,0,0.22,2021.78,214500
4,3,1993,0,995,1993,2,2,995,0,950,1,8,0,0.21,2020.42,200000
4,2,1989,0,1005,1989,3,3,992,0,900,0,8,0,0.22,2021.33,235000
4,3,2012,7,900,1980,1,3,572,0,300,1,5,0,0.22,2016.72,140000
4,3,2012,7,900,1980,1,3,572,0,300,1,5,0,0.22,2020.21,155000
4,3,2012,7,900,1980,1,3,572,0,300,1,5,0,0.22,2017.06,140000
4,2,1969,0,999,1969,2,3,999,950,0,0,8,0,0.23,2019.05,175000
4,2,1969,0,999,1969,1,3,999,450,0,1,7,0,0.16,2021.85,260000
4,2,1969,0,999,1969,1,3,999,450,0,1,7,0,0.16,2018.91,207000
4,2,1969,0,999,1969,2,3,999,0,450,0,9,0,0.21,2021.00,200000
4,2,1969,0,1139,1969,3,3,999,0,900,0,8,0,0.22,2017.87,176000
4,2,1969,0,1255,1969,1,3,999,800,0,0,9,0,0.3,2021.91,200000
4,2,1969,0,999,1969,2,2,999,0,700,0,7,0,0.21,2021.47,195000
4,2,1969,0,999,1969,2,2,999,0,450,0,7,0,0.17,2022.55,230000
4,2,1969,0,999,1969,2,2,999,0,450,0,7,0,0.17,2019.01,144000
3,2,1969,0,999,1969,2,3,999,750,0,0,8,0,0.21,2017.07,132000
4,2,1969,0,999,1969,0,3,999,120,0,0,5,0,0.19,2022.48,160000
4,2,1968,0,999,1968,1,3,999,550,0,0,11,0,0.24,2021.39,246500
4,2,1968,0,999,1968,1,3,999,550,0,0,11,0,0.24,2017.62,183000
4,2,1968,0,999,1968,1,3,999,900,0,0,8,0,0.22,2020.58,207000
4,2,2011,7,1101,1968,2,3,513,500,0,0,10,0,0.26,2019.06,130384.6154
4,2,2011,7,1101,1968,2,3,513,500,0,0,10,0,0.26,2019.62,142307.6923
4,2,2011,7,1101,1968,2,3,513,500,0,0,10,0,0.26,2022.38,196153.8462
5,3,1966,0,892,1966,1,2,816,650,0,0,8,0,0.28,2016.83,132307.6923
4,3,1998,7,1220,1967,1,3,408,350,0,0,7,0,0.15,2022.03,225000
4,3,1998,7,1220,1967,1,3,408,350,0,0,7,0,0.15,2018.86,158100
4,2,1969,0,999,1969,2,3,999,650,0,0,8,0,0.26,2017.98,160000
4,2,1965,0,892,1965,1,2,812,0,800,0,8,0,0.22,2016.85,122000
4,2,1965,0,902,1965,1,3,864,700,0,0,8,0,0.22,2019.58,162500
4,2,1966,0,1047,1966,2,3,1025,900,0,0,8,0,0.22,2019.03,190000
3,2,1964,0,954,1964,2,3,912,700,0,0,8,0,0.26,2021.80,175000
4,2,1966,0,902,1966,2,2,864,450,0,0,8,0,0.19,2016.72,113000
5,2,2005,1,1500,1964,2,3,960,480,0,0,9,0,0.28,2019.77,209900
4,3,1967,0,994,1967,1,3,960,0,700,1,7,0,0.2,2016.14,126000
5,3,2000,7,1968,1915,1,4,782,0,0,0,8,0,0.28,2020.60,255555.5556
4,2,1972,0,999,1972,2,3,999,160,620,1,9,0,0.21,2016.72,156250
4,3,1996,0,1228,1996,2,3,1200,0,500,0,8,0,0.24,2018.42,223529.4118
4,3,1996,0,1228,1996,2,3,1200,0,500,0,8,0,0.24,2019.25,247058.8235
4,3,1996,0,1126,1996,2,3,528,0,400,0,8,0,0.24,2016.38,172352.9412
4,3,1996,0,1080,1996,2,3,528,0,500,0,8,0,0.21,2019.60,209411.7647
4,3,1996,0,1204,1996,2,3,1100,0,1100,0,11,0,0.21,2022.55,370588.2353
4,3,1996,0,1204,1996,2,3,1100,0,1100,0,11,0,0.21,2020.71,300000
3,3,1996,0,1136,1996,2,3,528,0,0,0,8,0,0.21,2018.99,152941.1765
4,3,1996,0,1058,1996,2,2,1008,0,800,1,8,0,0.2,2017.76,206000
4,3,1996,0,1014,1996,2,2,936,0,800,0,8,0,0.31,2019.91,257647.0588
4,3,1997,0,1014,1997,2,2,936,0,800,0,8,0,0.21,2017.93,223411.7647
4,3,1997,0,1014,1997,2,2,936,0,800,0,8,0,0.21,2020.67,277647.0588
4,3,1997,0,1393,1997,2,3,520,0,336,0,10,0,0.21,2017.72,194117.6471
4,3,1999,0,992,1999,2,3,952,0,480,0,9,0,0.21,2018.89,218529.4118
4,3,1999,0,992,1999,2,3,952,0,480,0,9,0,0.21,2022.01,270588.2353
5,3,1998,0,1904,1998,2,3,812,0,600,0,13,0,0.21,2022.51,358823.5294
5,3,1998,0,1904,1998,2,3,812,0,600,0,13,0,0.21,2018.99,244588.2353
4,3,1997,0,1126,1997,2,3,504,0,400,0,11,0,0.21,2022.16,311764.7059
4,3,1997,0,1126,1997,2,3,504,0,400,0,11,0,0.21,2017.11,171764.7059
4,3,1997,0,1126,1997,2,3,504,0,0,0,8,0,0.2,2018.49,176470.5882
4,3,1999,0,1292,1999,2,3,1246,0,1150,0,10,0,0.21,2016.59,192941.1765
4,3,1999,0,1292,1999,2,3,1246,0,1150,0,10,0,0.21,2018.59,247058.8235
4,3,1998,0,1274,1998,2,3,552,0,400,1,11,0,0.19,2020.35,261764.7059
4,3,1997,0,1364,1997,2,3,1364,0,1300,0,11,0,0.24,2019.40,282235.2941
4,3,1997,0,1292,1997,3,3,1234,0,1000,0,11,0,0.2,2021.77,317647.0588
5,3,2010,5,1592,1998,2,3,694,0,0,1,13,0,0.2,2018.00,264588.2353
4,3,1998,0,1062,1998,2,3,1040,0,500,0,8,0,0.2,2017.26,182500
4,3,1998,0,1062,1998,2,3,1040,0,500,0,8,0,0.2,2020.61,225000
4,3,1998,0,1573,1998,2,3,761,0,700,1,13,0,0.2,2018.84,220000
4,3,1997,0,1566,1997,2,3,576,0,500,0,11,0,0.27,2016.79,190000
4,3,1998,0,1524,1998,2,3,1444,0,1300,1,12,0,0.28,2017.05,235294.1176
4,3,1998,0,1524,1998,2,3,1444,0,1300,1,12,0,0.28,2017.05,235294.1176
4,3,1998,0,1266,1998,2,3,1242,0,750,0,11,0,0.3,2021.34,270588.2353
4,3,1999,0,1274,1999,2,3,552,0,540,1,10,0,0.22,2020.01,270588.2353
4,3,1999,0,1338,1999,2,3,1278,0,1000,0,8,0,0.19,2022.60,354900
4,3,1999,0,1799,1999,2,3,744,0,0,0,10,0,0.28,2019.72,273920
4,3,2000,0,1232,2000,2,3,1210,0,900,1,8,0,0.29,2021.88,265000
4,3,1999,0,1076,1999,2,3,1020,0,900,1,9,0,0.32,2017.86,170000
4,3,1999,0,1076,1999,2,3,1020,0,900,1,9,0,0.32,2021.90,252500
4,3,2000,0,1472,2000,3,3,680,620,0,1,10,0,0.25,2020.84,270588.2353
4,3,2014,5,1330,1969,1,3,1000,500,0,1,10,0,0.27,2021.91,255000
4,2,1950,0,875,1950,1,2,875,500,0,0,6,0,0.36,2016.42,120500
4,3,1921,0,1802,1921,2,4,840,0,0,0,5,0,0.85,2016.59,126923.0769
2,2,1908,0,1006,1908,1,2,1006,0,0,0,5,0,0.25,2017.17,89000
4,2,2009,5,960,1958,2,3,960,0,750,1,8,0,0.45,2018.38,144500
4,3,1957,0,1134,1957,2,2,1134,0,0,0,8,0,0.26,2021.80,230000
4,3,1955,0,1090,1955,2,2,1090,0,500,0,7,0,0.45,2017.49,145000
3,2,1956,0,1120,1956,1,2,1120,300,0,0,7,0,0.25,2016.56,98000
3,2,1956,0,1120,1956,1,2,1120,300,0,0,7,0,0.25,2019.74,155500
4,3,1963,0,1066,1963,1,3,1044,0,594,1,7,0,0.22,2020.32,214000
3,3,1950,0,1383,1950,1,3,1383,0,0,1,7,0,0.52,2019.86,166500
2,2,2005,6,975,1910,1,3,450,0,0,0,5,0,0.25,2018.86,115000
4,3,1922,0,1758,1922,1,4,1120,0,550,0,8,0,0.2,2018.64,184500
3,3,1900,0,1632,1900,1,3,320,0,0,0,8,0,0.28,2021.35,218300
3,3,1900,0,1632,1900,1,3,320,0,0,0,8,0,0.28,2020.81,133000
4,2,1962,0,704,1962,2,2,384,0,0,0,5,0,0.18,2020.84,182500
4,2,1962,0,704,1962,2,2,384,0,0,0,5,0,0.18,2020.99,199875
3,2,1900,0,808,1900,2,2,336,0,0,0,5,0,0.28,2022.28,156000
2,3,1912,0,1282,1912,4,3,720,0,0,0,7,0,0.28,2018.80,231250
3,3,1892,0,1383,1892,2,3,846,0,0,0,7,0,0.28,2018.54,194444.4444
4,3,2011,5,901,1924,2,1,800,500,0,0,8,0,0.28,2018.44,122000
4,3,1890,0,2212,1890,2,5,850,0,0,0,7,0,0.28,2020.22,212500
4,3,1992,6,1064,1910,1,2,1064,0,0,0,6,0,0.21,2017.81,129500
4,2,1910,0,1330,1910,2,3,1280,0,600,0,8,0,0.21,2018.66,152000
4,2,1910,0,1330,1910,2,3,1280,0,600,0,8,0,0.21,2019.73,160000
4,3,1910,0,1272,1910,2,3,780,0,0,0,5,0,0.26,2020.72,140000
4,3,1901,0,1788,1901,2,3,835,0,0,0,8,0,0.29,2020.23,215000
4,2,1959,0,960,1959,1,3,960,400,0,0,8,0,0.14,2017.07,128500
4,2,1958,0,864,1958,2,2,864,0,850,0,8,0,0.17,2019.94,125500
4,2,1958,0,864,1958,2,2,864,0,850,0,8,0,0.17,2017.66,125000
4,2,1958,0,864,1958,2,3,864,400,0,0,9,0,0.17,2018.01,130000
5,3,1918,0,1848,1918,4,1,1254,0,500,1,11,0,1.41,2016.84,262307.6923
3,2,1983,5,925,1957,2,2,925,750,0,0,9,0,0.23,2019.83,149900
3,3,1956,0,1484,1956,2,3,1128,0,300,1,10,0,0.52,2021.46,265000
4,2,1953,0,1780,1953,2,3,1126,0,0,0,11,0,0.32,2021.86,239000
4,2,1971,0,1107,1971,2,3,1107,0,950,0,7,0,0.23,2018.53,204000
4,2,1971,0,936,1971,3,2,936,0,0,0,5,0,0.22,2019.56,150500
4,2,1971,0,936,1971,1,3,936,400,0,0,8,0,0.22,2018.79,155000
4,2,1971,0,999,1971,2,3,999,0,0,0,7,0,0.22,2019.93,185000
4,2,1971,0,1026,1971,1,3,1026,600,0,0,8,0,0.22,2020.81,164166.6667
4,2,1971,0,999,1971,1,3,999,500,0,0,8,0,0.21,2020.41,125000
5,2,2016,6,999,1971,0,3,999,0,920,0,8,0,0.22,2017.55,163800
4,2,1967,0,1026,1967,2,3,1026,600,0,1,8,0,0.21,2020.84,199000
4,2,1967,0,1026,1967,2,3,1026,600,0,1,8,0,0.21,2017.38,159900
4,2,1967,0,1026,1967,2,3,1026,600,0,1,8,0,0.21,2016.12,149000
5,3,2000,6,1046,1970,2,3,1025,0,810,0,7,0,0.22,2020.48,179083.3333
4,2,1970,0,999,1970,2,3,999,500,0,0,8,0,0.22,2017.82,123750
4,2,1971,0,999,1971,2,3,999,0,900,0,8,0,0.22,2019.13,175000
4,2,1970,0,936,1970,2,3,936,450,0,0,8,0,0.22,2016.45,135000
4,2,1970,0,999,1970,2,3,999,300,300,0,8,0,0.22,2020.75,200000
4,2,1969,0,1068,1969,2,2,1068,800,0,0,8,0,0.22,2021.66,200000
4,2,2006,5,1176,1977,3,3,1176,0,500,1,8,0,0.23,2020.58,235000
4,2,2006,5,1176,1977,3,3,1176,0,500,1,8,0,0.23,2018.47,182000
4,3,1966,0,1254,1966,2,3,672,500,0,0,10,0,0.28,2020.70,183333.3333
4,3,1968,0,1198,1968,2,3,668,0,500,0,8,0,0.25,2016.66,120833.3333
4,3,1971,0,1582,1971,2,3,949,500,0,1,8,0,0.25,2017.49,125000
4,3,1967,0,1220,1967,2,3,648,400,0,1,8,0,0.26,2021.65,249000
4,3,1971,0,1530,1971,2,3,1440,0,1000,1,11,0,0.27,2019.81,248600
4,3,1973,0,1244,1973,2,3,1244,600,0,0,11,0,0.23,2021.67,208283.3333
4,3,1972,0,1020,1972,2,3,500,0,390,1,10,0,0.2,2020.71,200900
4,3,1971,0,1150,1971,2,3,552,0,500,1,10,0,0.2,2019.62,190000
4,3,1965,0,2613,1965,2,4,1625,0,1400,1,18,0,0.57,2021.62,257692.3077
4,3,1964,0,1033,1964,3,2,1033,850,0,0,8,0,0.26,2021.63,258000
4,3,1960,0,1114,1960,2,2,1114,900,0,0,9,0,0.27,2020.80,175000
5,3,2011,3,2871,1960,3,3,1696,0,1046,1,15,0,0.32,2019.80,375000
4,3,1962,0,2340,1962,4,2,1296,0,1000,0,13,0,0.3,2016.30,175000
4,3,1962,0,2340,1962,4,2,1296,0,1000,0,13,0,0.3,2016.30,175000
4,3,1966,0,1349,1966,1,2,1241,0,800,0,8,0,0.29,2020.69,225000
4,3,1960,0,1347,1960,1,3,1299,0,800,0,9,0,0.29,2021.37,245000
4,3,1966,0,1421,1966,2,3,1421,700,300,0,11,0,0.31,2018.61,187500
4,3,1966,0,925,1966,1,2,925,0,0,0,8,0,0.31,2020.62,159900
4,3,1966,0,1592,1966,3,3,1592,1000,0,0,10,0,0.4,2018.72,250000
4,3,1963,0,1365,1963,2,3,1365,800,0,0,7,0,0.29,2016.63,175000
4,3,1965,0,1035,1965,1,2,999,0,700,0,8,0,0.29,2018.63,175000
4,3,1965,0,1410,1965,1,3,1410,1000,0,0,10,0,0.31,2022.14,287500
4,3,1974,0,1373,1974,3,2,1373,900,0,0,12,0,0.24,2020.49,235000
4,3,2003,4,1320,1974,2,3,1131,751,0,1,13,0,0.24,2020.57,252500
4,3,1972,0,1322,1972,1,2,1274,0,1000,0,8,0,0.24,2020.50,200000
4,3,1972,0,1322,1972,1,2,1274,0,1000,0,8,0,0.24,2021.08,235000
4,3,1974,0,1294,1974,2,3,1294,1000,0,0,11,0,0.27,2022.15,325000
4,3,1974,0,1294,1974,2,3,1294,1000,0,0,11,0,0.27,2021.38,210000
4,3,1974,0,1294,1974,2,3,1294,1000,0,0,11,0,0.27,2021.38,210000
4,3,1972,0,1457,1972,2,3,400,0,0,1,7,0,0.22,2019.54,210000
4,3,1972,0,999,1972,1,3,999,550,0,0,8,0,0.22,2018.84,165000
4,3,1977,0,1868,1977,2,3,567,0,300,1,10,0,0.25,2022.48,305000
3,3,1974,0,1496,1974,2,3,416,300,0,0,10,0,0.26,2021.37,190000
4,3,1978,0,1068,1978,1,3,675,0,600,0,8,0,0.31,2018.10,161111.1111
4,3,1974,0,1251,1974,2,3,1251,0,1000,0,11,0,0.3,2022.26,327777.7778
4,3,1974,0,1251,1974,2,3,1251,0,1000,0,11,0,0.3,2018.76,244444.4444
4,3,1991,0,1621,1991,2,3,1621,0,800,0,11,0,0.27,2022.31,360000
4,3,1973,0,1496,1973,2,3,416,300,0,0,11,0,0.23,2021.32,263000
4,3,1985,5,1054,1975,2,3,672,0,500,0,9,0,0.26,2018.69,205000
4,3,1976,0,1080,1976,1,3,696,0,0,0,5,0,0.25,2021.69,225000
4,3,1976,0,1080,1976,1,3,696,0,0,0,5,0,0.25,2019.44,150000
4,3,2004,5,1364,1974,3,3,1080,0,500,0,8,0,0.27,2021.61,280000
5,3,2003,5,1226,1974,2,3,1226,0,950,1,11,0,0.24,2020.44,239000
4,3,1977,0,1371,1977,2,3,1234,150,1000,1,11,0,0.26,2018.21,210000
4,3,1977,0,1371,1977,2,3,1234,150,1000,1,11,0,0.26,2021.63,265000
4,3,1979,0,1381,1979,2,2,1381,0,650,1,12,0,0.26,2021.02,278900
4,3,1977,0,1702,1977,2,3,1310,600,0,2,11,0,0.26,2016.48,215000
4,3,1976,0,999,1976,3,3,999,700,0,0,8,0,0.22,2019.94,150000
4,3,1975,0,1482,1975,2,3,1344,0,600,1,9,0,0.4,2019.28,239000
4,3,2008,5,1074,1975,4,3,1050,0,900,1,11,0,0.22,2017.22,175000
3,3,1975,0,999,1975,1,3,999,0,800,0,8,0,0.21,2017.66,111000
5,3,1976,0,1671,1976,2,3,1280,750,0,2,8,0,0.26,2019.77,288000
3,3,1976,0,1318,1976,2,3,624,0,600,1,8,0,0.26,2019.71,210000
4,3,1976,0,1291,1976,2,3,1291,500,0,2,8,0,0.26,2022.13,285000
4,3,1972,0,1429,1972,2,3,1050,0,700,0,10,0,0.2,2016.47,179900
4,3,1974,0,1051,1974,2,3,700,0,500,1,7,0,0.22,2019.56,188000
5,4,2006,5,1263,1974,3,3,999,200,500,0,8,0,0.2,2021.63,265000
5,4,2006,5,1263,1974,3,3,999,200,500,0,8,0,0.2,2018.31,198500
4,3,1996,0,1148,1996,1,2,525,0,525,0,8,0,0.22,2018.04,160600
4,3,1996,0,1694,1996,3,3,776,0,0,0,11,0,0.27,2021.73,352941.1765
4,3,1997,0,1216,1997,2,3,603,0,450,0,10,0,0.24,2020.51,227000
4,3,1996,0,1347,1996,2,3,1333,800,0,0,11,0,0.24,2020.38,279000
4,3,1997,0,2441,1997,3,4,1087,0,550,1,13,0,0.39,2022.54,321153.8462
4,3,1997,0,1984,1997,3,4,528,0,0,1,12,0,0.24,2016.21,211764.7059
4,3,1995,0,1278,1995,2,3,588,0,500,2,8,0,0.24,2016.82,187000
4,3,1980,0,961,1980,2,2,912,600,0,1,8,0,0.24,2021.44,205000
4,3,1992,0,1276,1992,2,3,598,0,550,0,8,0,0.24,2017.78,194900
4,3,1992,0,1276,1992,2,3,598,0,550,0,8,0,0.24,2017.78,194900
4,3,1992,0,1276,1992,2,3,598,0,550,0,8,0,0.24,2020.31,215000
4,3,1990,0,1449,1990,2,3,1449,1200,0,0,11,0,0.21,2017.83,210500
4,3,1990,0,1449,1990,2,3,1449,1200,0,0,11,0,0.21,2018.53,225000
4,3,1995,0,1368,1995,2,3,650,0,550,1,8,0,0.27,2019.42,200000
4,3,1995,0,1368,1995,2,3,650,0,550,1,8,0,0.27,2016.79,169000
5,3,2010,0,1420,2010,3,3,1372,0,150,1,15,0,0.24,2017.75,259900
5,3,2016,0,1340,2016,3,2,1340,0,1000,0,12,0,0.27,2016.27,246000
4,3,1972,0,1292,1972,2,3,676,0,600,0,10,0,0.18,2020.80,230000
3,3,1971,0,1020,1971,1,3,960,700,0,0,8,0,0.18,2022.14,188000
4,3,1971,0,980,1971,2,3,960,600,0,0,8,0,0.19,2021.53,232000
4,3,1974,0,978,1974,1,3,672,0,350,0,9,0,0.2,2016.85,116000
4,3,1974,0,978,1974,1,3,672,0,350,0,9,0,0.2,2020.80,168000
4,3,1974,0,1350,1974,1,3,1350,1060,0,2,8,0,0.21,2020.90,155100
4,3,1971,0,978,1971,0,2,960,0,830,0,8,0,0.18,2018.66,145000
4,3,1974,0,978,1974,1,3,672,0,360,0,8,0,0.2,2018.52,154900
4,3,1974,0,1018,1974,2,3,1000,750,0,0,8,0,0.21,2016.91,125000
4,3,1972,0,978,1972,2,3,960,450,0,0,5,0,0.22,2020.81,215000
4,3,1970,0,1087,1970,3,2,1025,0,500,0,7,0,0.17,2018.61,170000
4,3,1975,0,1080,1975,2,3,1080,700,0,0,8,0,0.2,2018.09,151000
4,3,1970,0,1028,1970,1,3,1000,0,0,1,7,0,0.2,2018.56,160000
4,3,1970,0,936,1970,2,3,416,200,0,0,8,0,0.31,2018.48,196250
4,3,1970,0,936,1970,2,3,416,300,0,0,5,0,0.19,2017.43,148750
4,3,1964,0,1269,1964,4,2,918,600,0,0,8,0,0.29,2016.71,175000
4,3,1974,0,1040,1974,1,3,960,0,960,0,7,0,0.21,2020.55,249998.8889
5,2,2000,6,1400,1918,2,3,777,0,630,0,12,0,0.27,2018.57,175555.5556
5,2,2000,6,1400,1918,2,3,777,0,630,0,12,0,0.27,2021.04,205555.5556
5,2,2000,6,1400,1918,2,3,777,0,630,0,12,0,0.27,2021.04,205555.5556
3,3,1960,0,1832,1960,2,3,1458,1100,0,1,11,0,0.25,2021.63,311111.1111
4,3,1978,0,1180,1978,2,3,1180,600,0,0,8,0,0.25,2018.72,199444.4444
3,2,1918,0,936,1918,0,2,672,0,0,0,5,0,0.19,2020.59,138888.8889
3,2,1918,0,936,1918,0,2,672,0,0,0,5,0,0.19,2017.88,113666.6667
4,3,2001,0,1655,2001,2,2,1633,0,1233,1,11,0,0.24,2021.14,305000
6,3,2020,0,1524,2020,3,3,1516,0,0,0,10,0,0.34,2020.96,300000
5,3,2017,0,1797,2017,3,3,1797,0,200,0,12,0,0.23,2018.28,328640
6,3,2020,0,1516,2020,3,3,1482,0,935,1,12,0,0.23,2020.79,343680
4,3,1971,0,1004,1971,1,3,972,0,0,0,9,0,0.18,2021.63,227777.7778
4,2,1925,0,1456,1925,2,2,1016,0,0,0,9,0,0.25,2017.45,132777.7778
4,2,1925,0,1456,1925,2,2,1016,0,0,0,9,0,0.25,2021.55,238888.8889
3,2,1930,0,1416,1930,1,2,672,200,0,1,7,0,0.19,2020.75,151666.6667
5,3,1964,0,1417,1964,1,3,1417,0,1300,0,7,0,0.3,2019.36,264444.4444
5,3,2012,0,1179,2012,2,3,1159,0,850,1,11,0,0.26,2019.70,280000
4,2,1920,0,1296,1920,1,4,864,0,0,0,5,0,0.25,2018.52,150000
4,3,1900,0,1620,1900,4,5,948,0,900,0,12,0,0.25,2016.45,181111.1111
4,3,1900,0,1620,1900,4,5,948,0,900,0,12,0,0.25,2021.18,263222.2222
3,3,1920,0,1697,1920,2,4,250,0,0,0,8,0,0.28,2018.88,133333.3333
4,2,1900,0,1298,1900,4,2,1298,0,1000,1,8,0,0.42,2020.79,282166.6667
4,2,1900,0,1298,1900,4,2,1298,0,1000,1,8,0,0.42,2020.79,282166.6667
4,3,1992,0,1769,1992,4,3,1769,0,800,0,11,0,3.01,2020.47,340000
4,3,1992,0,1769,1992,4,3,1769,0,800,0,11,0,3.01,2019.96,320000
4,3,1920,0,1740,1920,2,4,1203,0,0,0,5,0,0.68,2017.74,149230.7692
4,3,1960,0,1135,1960,2,3,1135,0,0,0,5,0,0.98,2016.41,123846.1538
2,3,1920,0,1365,1920,3,4,936,0,0,0,8,0,0.56,2019.29,132478.6325
2,3,1920,0,1365,1920,3,4,936,0,0,0,8,0,0.56,2020.56,144444.4444
4,3,1974,0,1700,1974,2,3,1700,0,1200,2,12,0,1.02,2021.31,250000
2,3,1980,0,3290,1980,2,5,2186,0,0,2,16,0,1.19,2020.63,153846.1538
5,3,1915,0,1872,1915,0,4,936,0,0,0,8,0,0.47,2019.21,142307.6923
4,3,2006,0,2017,2006,2,3,1272,0,0,1,13,0,0.39,2021.35,350000
4,2,1900,0,1234,1900,0,2,1234,0,0,0,5,0,0.32,2020.98,140000
5,3,1926,0,1218,1926,3,3,864,0,720,0,5,0,0.32,2017.05,168000
4,2,1966,0,952,1966,2,2,952,400,300,0,6,0,0.32,2020.48,215000
4,3,2014,7,1086,1971,1,2,990,900,0,0,6,0,0.24,2019.40,160000
3,2,1900,0,892,1900,0,2,200,0,0,0,5,0,0.26,2022.32,70000
5,2,1900,0,1440,1900,0,3,312,0,0,0,5,0,0.16,2019.42,233333.3333
5,3,1900,0,1264,1900,1,3,525,0,0,0,8,0,0.32,2016.53,135000
4,3,1900,0,1604,1900,1,3,600,0,0,0,5,0,0.32,2018.03,164705.8824
4,3,1900,0,1604,1900,1,3,600,0,0,0,5,0,0.32,2020.01,182352.9412
4,3,1900,0,986,1900,2,2,554,0,0,0,5,0,0.25,2022.49,235000
4,3,1900,0,986,1900,2,2,554,0,0,0,5,0,0.25,2017.84,130000
4,3,1918,0,1356,1918,0,3,936,0,0,0,5,0,0.25,2017.54,103529.4118
4,3,2012,7,1241,1965,2,2,825,400,0,1,9,0,0.28,2018.26,185000
4,3,2012,7,1241,1965,2,2,825,400,0,1,9,0,0.28,2016.77,167500
4,3,2012,7,1241,1965,2,2,825,400,0,1,9,0,0.28,2022.14,216000
4,3,2012,7,1241,1965,2,2,825,400,0,1,9,0,0.28,2020.71,210000
2,2,1900,0,763,1900,2,1,200,0,0,0,5,0,0.29,2022.33,115294.1176
5,3,1973,0,1092,1973,2,2,1092,0,990,0,8,0,0.35,2018.01,174500
4,3,2006,5,936,1973,1,3,936,400,0,0,8,0,0.18,2017.12,217000
4,3,1935,0,1564,1935,2,2,298,0,0,1,7,0,0.48,2016.88,120000
4,2,1900,0,882,1900,3,2,882,0,600,0,8,0,0.35,2020.43,168900
4,3,1962,0,1387,1962,3,3,1387,1200,0,0,10,0,0.3,2018.45,243750
3,3,1972,0,2210,1972,2,2,1188,900,0,2,11,0,0.28,2018.39,188000
4,3,1994,5,1206,1974,2,3,1206,0,1000,0,12,0,0.25,2020.61,252941.1765
4,3,1967,0,1356,1967,3,2,572,0,572,1,10,0,0.32,2017.54,205555.5556
4,3,1967,0,1550,1967,2,3,1550,0,150,1,7,0,0.36,2021.05,230000
4,3,1966,0,1036,1966,2,2,962,750,0,0,8,0,0.32,2019.64,195000
4,3,1965,0,986,1965,2,2,884,0,600,0,8,0,0.24,2020.52,205000
5,3,2005,7,988,1974,1,3,988,800,0,0,8,0,0.35,2020.56,195000
4,3,1976,0,1028,1976,1,3,672,0,550,0,7,0,0.21,2020.90,180000
5,3,1976,0,1028,1976,1,3,672,0,400,0,8,0,0.21,2021.60,219000
5,3,1976,0,1028,1976,1,3,672,0,400,0,8,0,0.21,2017.29,155000
4,3,1976,0,1054,1976,1,3,672,0,550,1,8,0,0.2,2021.60,191000
4,3,1976,0,1028,1976,1,3,672,500,0,0,8,0,0.23,2021.73,197500
4,3,1976,0,1028,1976,1,3,672,0,300,0,8,0,0.21,2021.01,189900
3,3,2011,4,1028,1976,1,3,672,400,100,1,8,0,0.21,2018.53,135000
3,3,2011,4,1028,1976,1,3,672,400,100,1,8,0,0.21,2020.59,165000
4,3,1976,0,1500,1976,1,3,672,550,0,0,8,0,0.21,2017.57,180000
4,3,1976,0,1500,1976,1,3,672,550,0,0,8,0,0.21,2022.24,239900
4,3,1976,0,1028,1976,1,3,672,0,400,0,8,0,0.24,2021.00,199999
3,3,1976,0,1028,1976,1,3,672,500,0,0,8,0,0.18,2020.42,158000
4,3,1976,0,1028,1976,1,3,672,0,600,0,5,0,0.2,2022.49,255000
4,3,1976,0,1028,1976,1,3,672,0,0,0,5,0,0.18,2017.77,136000
3,3,1976,0,1028,1976,1,3,672,500,0,1,5,0,0.22,2019.12,135000
4,3,1976,0,1028,1976,1,3,672,650,0,0,5,0,0.22,2020.90,187000
5,3,1993,5,1028,1976,1,3,672,0,200,0,8,0,0.21,2020.24,173000
